Depth	Dataset	Tools	TP1	TP2	FP	TN	FN	Accuracy	Precision	Sensitivity	Specificity	F1score	False_Positive_Rate	False_Negative	Base_pair_Difference	Redundancy
20X	dataset5	ECCsplorer	8666.0	8850.0	5732.0	10000.0	1334.0	0.7254002798072439	0.6018891512710098	0.8666	0.6356470887363336	0.7103860972210837	0.3643529112636664	0.1334	3.29	1.02
20X	dataset6	Deep_EccScan	9484.0	9863.0	22.0	10000.0	516.0	0.9731295574867646	0.9976856722070271	0.9484	0.9978048293753742	0.9724187429508869	0.002195170624625823	0.0516	1.18	1.04
20X	dataset6	Circle_finder	8543.0	13794.0	513.0	10000.0	957.0	0.9265477439664218	0.9433524734982333	0.8992631578947369	0.9512032721392562	0.9207803405906445	0.04879672786074384	0.10073684210526315	1.64	1.61
20X	dataset6	CircleMap	9105.0	11817.0	1300.0	10000.0	895.0	0.8969483568075117	0.8750600672753484	0.9105	0.8849557522123894	0.8924283263905906	0.11504424778761062	0.0895	29.38	1.3
20X	dataset6	ecc_finder	5306.0	5343.0	410.0	10000.0	4694.0	0.7499265066144047	0.9282715185444367	0.5306	0.9606147934678194	0.675235428862306	0.0393852065321806	0.4694	1.87	1.01
20X	dataset6	ECCsplorer	7358.0	7551.0	8826.0	10000.0	2642.0	0.6021647124124054	0.4546465645081562	0.7358	0.5311802825879104	0.5620226092270089	0.46881971741208966	0.2642	3.29	1.03
20X	dataset7	Deep_EccScan	9585.0	10247.0	119.0	10000.0	415.0	0.973457925344202	0.9877370156636439	0.9585	0.9882399446585631	0.9728989037758831	0.011760055341436901	0.0415	0.92	1.07
20X	dataset7	Circle_finder	8534.0	16889.0	571.0	10000.0	966.0	0.9234218524238952	0.9372872048325096	0.8983157894736842	0.9459842966606754	0.9173877989787691	0.05401570333932457	0.1016842105263158	1.95	1.98
20X	dataset7	CircleMap	9143.0	9697.0	501.0	10000.0	857.0	0.9337593288132287	0.9480506014102033	0.9143	0.9522902580706599	0.930869476684993	0.04770974192934006	0.0857	3.86	1.06
20X	dataset7	ecc_finder	4186.0	4245.0	98.0	10000.0	5814.0	0.7058413772514678	0.9771241830065359	0.4186	0.9902951079421668	0.5861103332399888	0.009704892057833234	0.5814	2.12	1.01
20X	dataset7	ECCsplorer	8506.0	8791.0	2566.0	10000.0	1494.0	0.8200833111761057	0.7682442196531792	0.8506	0.7957981855801369	0.8073272589217919	0.20420181441986313	0.1494	0.88	1.03
25X	dataset1	Deep_EccScan	9587.0	9966.0	45.0	10000.0	413.0	0.9771514093290097	0.995328073089701	0.9587	0.9955201592832255	0.9766707416462916	0.004479840716774514	0.0413	1.28	1.04
25X	dataset1	Circle_finder	8627.0	13921.0	507.0	10000.0	873.0	0.9310241415504573	0.944493102693234	0.9081052631578947	0.9517464547444561	0.925941826768273	0.04825354525554392	0.09189473684210527	1.66	1.61
25X	dataset1	CircleMap	9505.0	15638.0	2489.0	10000.0	495.0	0.8673129085330606	0.7924795731198933	0.9505	0.8007046200656578	0.8643266345366917	0.1992953799343422	0.0495	52.63	1.65
25X	dataset1	ecc_finder	7010.0	7041.0	339.0	10000.0	2990.0	0.8363243030630808	0.9538712750034019	0.701	0.9672115291614276	0.8081157415412992	0.0327884708385724	0.299	1.41	1.0
25X	dataset1	ECCsplorer	8849.0	9042.0	5319.0	10000.0	1151.0	0.744460681701489	0.6245765104460757	0.8849	0.6527841242900972	0.7322906322409799	0.34721587570990275	0.1151	2.95	1.02
25X	dataset2	Deep_EccScan	9652.0	10183.0	7.0	10000.0	348.0	0.9822562103263858	0.9992752872968216	0.9652	0.9993004896572399	0.9819421130271122	0.0006995103427600679	0.0348	1.37	1.06
25X	dataset2	Circle_finder	8603.0	17335.0	518.0	10000.0	897.0	0.9293136177440303	0.943207981580967	0.905578947368421	0.9507510933637574	0.9240105257504967	0.04924890663624263	0.09442105263157895	2.01	2.01
25X	dataset2	CircleMap	9429.0	13737.0	2285.0	10000.0	571.0	0.8718420462194301	0.8049342666894315	0.9429	0.814000814000814	0.8684719535783365	0.185999185999186	0.0571	29.86	1.46
25X	dataset2	ecc_finder	8426.0	8514.0	173.0	10000.0	1574.0	0.9133990978039954	0.9798813815559949	0.8426	0.982994200334218	0.9060702188289692	0.017005799665781973	0.1574	1.35	1.01
25X	dataset2	ECCsplorer	9069.0	9342.0	3151.0	10000.0	931.0	0.8236793227074425	0.7421440261865794	0.9069	0.7603984487871644	0.8162916291629162	0.23960155121283552	0.0931	1.78	1.03
25X	dataset3	Deep_EccScan	9640.0	10169.0	22.0	10000.0	360.0	0.9809209869143942	0.997723038708342	0.964	0.9978048293753742	0.9805716610721189	0.002195170624625823	0.036	1.09	1.05
25X	dataset3	Circle_finder	8605.0	19484.0	522.0	10000.0	895.0	0.9292278493656977	0.9428070559877287	0.9057894736842105	0.9503896597605018	0.9239276319321414	0.049610340239498195	0.09421052631578947	2.15	2.26
25X	dataset3	CircleMap	9412.0	11672.0	1140.0	10000.0	588.0	0.9182592242194891	0.8919636087945413	0.9412	0.8976660682226212	0.9159205916699105	0.10233393177737882	0.0588	13.86	1.24
25X	dataset3	ecc_finder	8782.0	8889.0	206.0	10000.0	1218.0	0.92952588340097	0.977080551846907	0.8782	0.9798157946306094	0.9250052664840952	0.020184205369390553	0.1218	2.26	1.01
25X	dataset3	ECCsplorer	8881.0	9172.0	2785.0	10000.0	1119.0	0.828659205617731	0.761272072689868	0.8881	0.7821666014861165	0.8198098403027785	0.21783339851388345	0.1119	1.26	1.03
25X	dataset4	Deep_EccScan	9669.0	10091.0	31.0	10000.0	331.0	0.9819280115820478	0.9968041237113402	0.9669	0.9969095803010667	0.9816243654822335	0.0030904196989333067	0.0331	1.71	1.04
25X	dataset4	Circle_finder	8703.0	15994.0	507.0	10000.0	797.0	0.9348228120157944	0.9449511400651466	0.9161052631578948	0.9517464547444561	0.930304649919829	0.04825354525554392	0.08389473684210526	2.02	1.84
25X	dataset4	CircleMap	9529.0	14848.0	2603.0	10000.0	471.0	0.8640003539353183	0.785443455324761	0.9529	0.7934618741569468	0.8611060907283572	0.20653812584305323	0.0471	38.45	1.56
25X	dataset4	ecc_finder	8357.0	8417.0	263.0	10000.0	1643.0	0.9059369293786704	0.9694895591647332	0.8357	0.9743739647276625	0.8976369495166489	0.025626035272337522	0.1643	1.36	1.01
25X	dataset4	ECCsplorer	9072.0	9287.0	3419.0	10000.0	928.0	0.8143814851189205	0.7262829237050676	0.9072	0.7452120128176466	0.8067226890756303	0.2547879871823534	0.0928	2.32	1.02
25X	dataset5	Deep_EccScan	9602.0	9990.0	29.0	10000.0	398.0	0.9786809126766189	0.9969888900425709	0.9602	0.9971083856815236	0.9782486882991187	0.0028916143184764182	0.0398	1.3	1.04
25X	dataset5	Circle_finder	8623.0	13826.0	512.0	10000.0	877.0	0.9305916450129922	0.9439518336070061	0.9076842105263158	0.9512937595129376	0.9254628387442984	0.0487062404870624	0.09231578947368421	1.64	1.6
25X	dataset5	CircleMap	9512.0	15530.0	2556.0	10000.0	488.0	0.8650469941478985	0.7882001988730527	0.9512	0.7964319847085058	0.8620627152437919	0.2035680152914941	0.0488	51.94	1.63
25X	dataset5	ecc_finder	7042.0	7078.0	331.0	10000.0	2958.0	0.8382273375633269	0.9551064695510647	0.7042	0.9679605072113058	0.8106832441144306	0.032039492788694224	0.2958	1.45	1.01
25X	dataset5	ECCsplorer	8873.0	9085.0	6212.0	10000.0	1127.0	0.7200137341675569	0.5882001988730527	0.8873	0.616827041697508	0.7074347219453858	0.383172958302492	0.1127	3.23	1.02
25X	dataset6	Deep_EccScan	9528.0	9960.0	49.0	10000.0	472.0	0.9740136665170332	0.9948835752323274	0.9528	0.9951238929246691	0.9733871379680237	0.004876107075330879	0.0472	1.32	1.05
25X	dataset6	Circle_finder	8572.0	15054.0	512.0	10000.0	928.0	0.9280431740955427	0.943637164244826	0.9023157894736842	0.9512937595129376	0.9225139905294877	0.0487062404870624	0.09768421052631579	1.76	1.76
25X	dataset6	CircleMap	9158.0	12228.0	1314.0	10000.0	842.0	0.8988458290325607	0.8745225362872422	0.9158	0.8838607035531201	0.8946854239937475	0.11613929644687997	0.0842	32.75	1.34
25X	dataset6	ecc_finder	5401.0	5442.0	420.0	10000.0	4599.0	0.7542115572967679	0.9278474488919429	0.5401	0.9596928982725528	0.6827634157132926	0.04030710172744722	0.4599	1.95	1.01
25X	dataset6	ECCsplorer	7459.0	7684.0	9363.0	10000.0	2541.0	0.5945918332595443	0.4434074426346451	0.7459	0.516448897381604	0.5561852210871673	0.4835511026183959	0.2541	3.58	1.03
25X	dataset7	Deep_EccScan	9596.0	10326.0	136.0	10000.0	404.0	0.9731823599523242	0.9860254829428688	0.9596	0.9865824782951855	0.9726332860328399	0.013417521704814523	0.0404	0.96	1.08
25X	dataset7	Circle_finder	8535.0	18827.0	575.0	10000.0	965.0	0.9232876712328767	0.9368825466520307	0.8984210526315789	0.9456264775413712	0.9172487909725954	0.054373522458628844	0.10157894736842105	2.1	2.21
25X	dataset7	CircleMap	9119.0	9747.0	514.0	10000.0	881.0	0.9319976601345422	0.9466417523097685	0.9119	0.9511128019783146	0.9289461620740591	0.04888719802168537	0.0881	4.28	1.07
25X	dataset7	ecc_finder	4319.0	4388.0	106.0	10000.0	5681.0	0.7121754700089525	0.976045197740113	0.4319	0.9895111814763506	0.5988214904679376	0.010488818523649317	0.5681	2.3	1.02
25X	dataset7	ECCsplorer	8285.0	8583.0	2543.0	10000.0	1715.0	0.8111165328483343	0.7651459179903952	0.8285	0.7972574344255761	0.7955636642980602	0.202742565574424	0.1715	0.94	1.04
30X	dataset1	Deep_EccScan	9612.0	10040.0	50.0	10000.0	388.0	0.9781546134663341	0.9948250879735044	0.9612	0.9950248756218906	0.9777235276167227	0.004975124378109453	0.0388	1.35	1.04
30X	dataset1	Circle_finder	8643.0	14831.0	507.0	10000.0	857.0	0.931823861648423	0.9445901639344262	0.9097894736842105	0.9517464547444561	0.9268632707774798	0.04825354525554392	0.09021052631578948	1.75	1.72
30X	dataset1	CircleMap	9540.0	16453.0	2505.0	10000.0	460.0	0.8682514996667408	0.7920298879202988	0.954	0.7996801279488205	0.865502381492402	0.20031987205117952	0.046	57.22	1.72
30X	dataset1	ecc_finder	7486.0	7535.0	352.0	10000.0	2514.0	0.8591784591194969	0.955090584332738	0.7486	0.9659969088098919	0.8393317636506336	0.03400309119010819	0.2514	1.47	1.01
30X	dataset1	ECCsplorer	8997.0	9221.0	5326.0	10000.0	1003.0	0.75009871278528	0.6281505271242058	0.8997	0.6524859715516116	0.7397936109854869	0.34751402844838836	0.1003	3.27	1.02
30X	dataset2	Deep_EccScan	9674.0	10247.0	16.0	10000.0	326.0	0.9829136690647482	0.9983488132094943	0.9674	0.9984025559105432	0.9826307770441849	0.001597444089456869	0.0326	1.42	1.06
30X	dataset2	Circle_finder	8611.0	18840.0	519.0	10000.0	889.0	0.9296668165243019	0.9431544359255203	0.9064210526315789	0.950660709192889	0.924422973698336	0.04933929080711094	0.09357894736842105	2.08	2.19
30X	dataset2	CircleMap	9446.0	13996.0	2340.0	10000.0	554.0	0.8704565801253357	0.8014593585610046	0.9446	0.8103727714748784	0.8671623978701919	0.18962722852512157	0.0554	32.09	1.48
30X	dataset2	ecc_finder	8577.0	8673.0	184.0	10000.0	1423.0	0.9203824811732065	0.978997831297797	0.8577	0.9819324430479183	0.9143435850967432	0.018067556952081697	0.1423	1.47	1.01
30X	dataset2	ECCsplorer	8974.0	9290.0	3343.0	10000.0	1026.0	0.8128346827742793	0.7285865064544937	0.8974	0.7494566439331485	0.80422995922391	0.2505433560668515	0.1026	1.97	1.04
30X	dataset3	Deep_EccScan	9650.0	10247.0	27.0	10000.0	350.0	0.9811754131921906	0.9972098790947608	0.965	0.997307270370001	0.9808405752909489	0.0026927296299990027	0.035	1.16	1.06
30X	dataset3	Circle_finder	8603.0	21360.0	520.0	10000.0	897.0	0.9292207792207792	0.9430012057437247	0.905578947368421	0.9505703422053232	0.9239112924877839	0.049429657794676805	0.09442105263157895	2.25	2.48
30X	dataset3	CircleMap	9416.0	11772.0	1124.0	10000.0	584.0	0.9191441014959288	0.893358633776091	0.9416	0.8989572096368212	0.9168451801363193	0.10104279036317872	0.0584	14.4	1.25
30X	dataset3	ecc_finder	8850.0	8978.0	232.0	10000.0	1150.0	0.9316923685251087	0.9744549658665492	0.885	0.9773260359655981	0.927575725814904	0.022673964034401875	0.115	2.43	1.01
30X	dataset3	ECCsplorer	8783.0	9102.0	2996.0	10000.0	1217.0	0.8167942250826231	0.7456490364207488	0.8783	0.7694675284702985	0.8065567748748795	0.23053247152970144	0.1217	1.52	1.04
30X	dataset4	Deep_EccScan	9682.0	10144.0	38.0	10000.0	318.0	0.9822337558638586	0.9960905349794239	0.9682	0.9962143853357243	0.9819472616632859	0.003785614664275752	0.0318	1.77	1.05
30X	dataset4	Circle_finder	8711.0	17212.0	511.0	10000.0	789.0	0.9350357303483084	0.9445890262415961	0.9169473684210526	0.9513842641042717	0.9305629740412348	0.04861573589572828	0.08305263157894736	2.08	1.98
30X	dataset4	CircleMap	9537.0	15194.0	2714.0	10000.0	463.0	0.8601303161046051	0.7784670639131499	0.9537	0.7865345288658172	0.8572199002292031	0.2134654711341828	0.0463	41.38	1.59
30X	dataset4	ecc_finder	8329.0	8399.0	259.0	10000.0	1671.0	0.9047336986030899	0.9698416394969726	0.8329	0.9747538746466518	0.8961695717667313	0.02524612535334828	0.1671	1.28	1.01
30X	dataset4	ECCsplorer	9029.0	9259.0	3730.0	10000.0	971.0	0.8018963337547408	0.7076573399169214	0.9029	0.7283321194464676	0.7934443516850477	0.2716678805535324	0.0971	2.21	1.03
30X	dataset5	Deep_EccScan	9620.0	10031.0	53.0	10000.0	380.0	0.9784072208647085	0.994520831179572	0.962	0.9947279419078882	0.977990138768871	0.005272058092111807	0.038	1.35	1.04
30X	dataset5	Circle_finder	8643.0	14914.0	511.0	10000.0	857.0	0.9316375993203738	0.9441774087830457	0.9097894736842105	0.9513842641042717	0.9266645223544548	0.04861573589572828	0.09021052631578948	1.78	1.73
30X	dataset5	CircleMap	9539.0	16370.0	2600.0	10000.0	461.0	0.8645575221238938	0.7858143174890848	0.9539	0.7936507936507936	0.8617372058358552	0.20634920634920634	0.0461	56.33	1.72
30X	dataset5	ecc_finder	7456.0	7496.0	349.0	10000.0	2544.0	0.8578308516389012	0.9552850736707239	0.7456	0.9662769349695622	0.837517551249649	0.033723065030437725	0.2544	1.37	1.01
30X	dataset5	ECCsplorer	8965.0	9189.0	5542.0	10000.0	1035.0	0.7425025448281263	0.6179775280898876	0.8965	0.6434178355424013	0.7316276982086749	0.35658216445759877	0.1035	3.01	1.02
30X	dataset6	Deep_EccScan	9611.0	10056.0	66.0	10000.0	389.0	0.9773248280673776	0.9931797044538596	0.9611	0.9934432743890323	0.9768765563856279	0.0065567256109676135	0.0389	1.21	1.05
30X	dataset6	Circle_finder	8599.0	16128.0	513.0	10000.0	901.0	0.9293459251486533	0.9437006145741879	0.905157894736842	0.9512032721392562	0.9240275091338921	0.04879672786074384	0.0948421052631579	1.84	1.88
30X	dataset6	CircleMap	9197.0	12619.0	1368.0	10000.0	803.0	0.898399475851741	0.8705158542356839	0.9197	0.8796622097114708	0.8944322878677365	0.1203377902885292	0.0803	36.31	1.37
30X	dataset6	ecc_finder	5475.0	5518.0	428.0	10000.0	4525.0	0.7575386724104171	0.9274944943249195	0.5475	0.9589566551591868	0.688549330315035	0.04104334484081319	0.4525	1.86	1.01
30X	dataset6	ECCsplorer	7505.0	7770.0	8466.0	10000.0	2495.0	0.6149441438909576	0.46991421952288526	0.7505	0.5415357955160837	0.5779523314466136	0.4584642044839164	0.2495	3.95	1.04
30X	dataset7	Deep_EccScan	9610.0	10339.0	130.0	10000.0	390.0	0.9741679085941382	0.9866529774127311	0.961	0.9871668311944719	0.9736575481256332	0.012833168805528134	0.039	0.96	1.08
30X	dataset7	Circle_finder	8544.0	20553.0	573.0	10000.0	956.0	0.923828027698899	0.937150378413952	0.8993684210526316	0.9458053532582994	0.9178707632808725	0.05419464674170056	0.10063157894736842	2.21	2.41
30X	dataset7	CircleMap	9142.0	9720.0	499.0	10000.0	858.0	0.9338016488609201	0.9482418836220309	0.9142	0.952471663967997	0.9309098314749759	0.04752833603200305	0.0858	4.1	1.06
30X	dataset7	ecc_finder	4463.0	4550.0	112.0	10000.0	5537.0	0.7191229116945107	0.9755191256830601	0.4463	0.9889240506329114	0.6124185248713551	0.011075949367088608	0.5537	2.48	1.02
30X	dataset7	ECCsplorer	8021.0	8316.0	2951.0	10000.0	1979.0	0.7851945449000044	0.731042654028436	0.8021	0.772141147401745	0.7649246614533665	0.22785885259825497	0.1979	0.92	1.04
35X	dataset1	Deep_EccScan	9627.0	10099.0	70.0	10000.0	373.0	0.977927254608869	0.9927812725585232	0.9627	0.9930486593843099	0.977509265370361	0.006951340615690168	0.0373	1.47	1.05
35X	dataset1	Circle_finder	8644.0	15815.0	513.0	10000.0	856.0	0.9315944635986608	0.9439772851370536	0.9098947368421053	0.9512032721392562	0.9266227153347268	0.04879672786074384	0.09010526315789473	1.83	1.83
35X	dataset1	CircleMap	9544.0	16837.0	2556.0	10000.0	456.0	0.8664656854052137	0.7887603305785124	0.9544	0.7964319847085058	0.863710407239819	0.2035680152914941	0.0456	59.09	1.76
35X	dataset1	ecc_finder	7380.0	7431.0	353.0	10000.0	2620.0	0.8539281678376652	0.9543514806672702	0.738	0.9659036028204385	0.8323464726780578	0.03409639717956148	0.262	1.42	1.01
35X	dataset1	ECCsplorer	9046.0	9262.0	5304.0	10000.0	954.0	0.752687322162504	0.6303832752613241	0.9046	0.6534239414532148	0.7429979466119097	0.34657605854678514	0.0954	3.43	1.02
35X	dataset2	Deep_EccScan	9679.0	10264.0	22.0	10000.0	321.0	0.9828688442713016	0.9977321925574683	0.9679	0.9978048293753742	0.9825897162580579	0.002195170624625823	0.0321	1.35	1.06
35X	dataset2	Circle_finder	8609.0	20356.0	524.0	10000.0	891.0	0.9293347982421095	0.9426256432716522	0.9062105263157895	0.9502090459901178	0.9240594643911338	0.04979095400988218	0.09378947368421052	2.18	2.36
35X	dataset2	CircleMap	9449.0	14375.0	2312.0	10000.0	551.0	0.8716833990677663	0.8034180766941587	0.9449	0.8122157244964262	0.8684343550388309	0.18778427550357374	0.0551	34.59	1.52
35X	dataset2	ecc_finder	8655.0	8766.0	190.0	10000.0	1345.0	0.9239722634967806	0.9785189372526851	0.8655	0.9813542688910697	0.9185460334306182	0.018645731108930325	0.1345	1.54	1.01
35X	dataset2	ECCsplorer	8958.0	9274.0	3292.0	10000.0	1042.0	0.8139275287652413	0.731265306122449	0.8958	0.7523322299127294	0.8052134831460674	0.24766777008727053	0.1042	2.1	1.04
35X	dataset3	Deep_EccScan	9665.0	10296.0	26.0	10000.0	335.0	0.9819734345351043	0.9973170983386648	0.9665	0.997406742469579	0.981666751307704	0.002593257530420906	0.0335	1.27	1.07
35X	dataset3	Circle_finder	8603.0	22851.0	529.0	10000.0	897.0	0.9288032353088023	0.942071835304424	0.905578947368421	0.9497578117580017	0.9234650064405324	0.05024218824199829	0.09442105263157895	2.31	2.66
35X	dataset3	CircleMap	9420.0	11794.0	1132.0	10000.0	580.0	0.9189854249479462	0.8927217589082639	0.942	0.8983111749910169	0.9166991047100039	0.10168882500898312	0.058	14.77	1.25
35X	dataset3	ecc_finder	8858.0	8990.0	279.0	10000.0	1142.0	0.9299275112185019	0.9694648133960818	0.8858	0.9728572818367546	0.9257459371897372	0.02714271816324545	0.1142	2.54	1.01
35X	dataset3	ECCsplorer	8642.0	8957.0	3256.0	10000.0	1358.0	0.8015995872033024	0.7263405614388972	0.8642	0.7543753771876885	0.7892958261028404	0.2456246228123114	0.1358	1.32	1.04
35X	dataset4	Deep_EccScan	9683.0	10162.0	42.0	10000.0	317.0	0.9820876160063866	0.995681233933162	0.9683	0.9958175662218681	0.9817997465145754	0.0041824337781318464	0.0317	1.88	1.05
35X	dataset4	Circle_finder	8709.0	18462.0	510.0	10000.0	791.0	0.9349825087456272	0.9446794663195575	0.9167368421052632	0.9514747859181731	0.9304984240611145	0.048525214081826834	0.08326315789473684	2.14	2.12
35X	dataset4	CircleMap	9531.0	15568.0	2722.0	10000.0	469.0	0.8595634187131415	0.7778503223700318	0.9531	0.7860399308284861	0.8566036040084483	0.21396006917151392	0.0469	43.71	1.63
35X	dataset4	ecc_finder	8493.0	8574.0	266.0	10000.0	1507.0	0.9125135695253134	0.9696312364425163	0.8493	0.9740892265731541	0.9054853670238286	0.0259107734268459	0.1507	1.25	1.01
35X	dataset4	ECCsplorer	9016.0	9263.0	3781.0	10000.0	984.0	0.7996299566881123	0.70454012659217	0.9016	0.7256367462448299	0.7909812694652806	0.2743632537551702	0.0984	2.38	1.03
35X	dataset5	Deep_EccScan	9631.0	10081.0	67.0	10000.0	369.0	0.9782727861663427	0.9930913590431016	0.9631	0.9933445912387007	0.9778657731749416	0.006655408761299295	0.0369	1.4	1.05
35X	dataset5	Circle_finder	8644.0	15728.0	515.0	10000.0	856.0	0.9315013739695228	0.9437711540561197	0.9098947368421053	0.9510223490252021	0.9265233935366313	0.04897765097479791	0.09010526315789473	1.84	1.82
35X	dataset5	CircleMap	9547.0	16782.0	2575.0	10000.0	453.0	0.8658693244739757	0.7875763075400098	0.9547	0.7952286282306164	0.8631226833016905	0.2047713717693837	0.0453	58.83	1.76
35X	dataset5	ecc_finder	7422.0	7476.0	345.0	10000.0	2578.0	0.8563283362005407	0.9555813055233681	0.7422	0.9666505558240696	0.8354815106658411	0.0333494441759304	0.2578	1.39	1.01
35X	dataset5	ECCsplorer	9018.0	9256.0	4497.0	10000.0	982.0	0.7763399599951014	0.6672586015538291	0.9018	0.689797889218459	0.766999787369764	0.31020211078154103	0.0982	3.66	1.03
35X	dataset6	Deep_EccScan	9604.0	10114.0	101.0	10000.0	396.0	0.9752748619471668	0.9895929933024215	0.9604	0.99000099000099	0.9747779751332148	0.00999900999901	0.0396	1.4	1.05
35X	dataset6	Circle_finder	8602.0	17231.0	517.0	10000.0	898.0	0.9293100864265375	0.9433051869722557	0.9054736842105263	0.9508414947228297	0.9240023631773995	0.0491585052771703	0.09452631578947368	1.95	2.0
35X	dataset6	CircleMap	9241.0	12910.0	1371.0	10000.0	759.0	0.9003322259136213	0.8708066339992462	0.9241	0.879430129276229	0.8966621385600623	0.120569870723771	0.0759	38.28	1.4
35X	dataset6	ecc_finder	5600.0	5654.0	432.0	10000.0	4400.0	0.7635082223962412	0.9283819628647215	0.56	0.9585889570552147	0.6986027944111777	0.04141104294478527	0.44	1.76	1.01
35X	dataset6	ECCsplorer	7495.0	7736.0	6055.0	10000.0	2505.0	0.6714642103243139	0.5531365313653136	0.7495	0.6228589224540642	0.6365180467091295	0.37714107754593584	0.2505	3.11	1.03
35X	dataset7	Deep_EccScan	9614.0	10380.0	139.0	10000.0	386.0	0.9739311783107404	0.9857479749820568	0.9614	0.9862905611993293	0.9734217587201943	0.013709438800670678	0.0386	0.96	1.08
35X	dataset7	Circle_finder	8542.0	22356.0	581.0	10000.0	958.0	0.9233603904188038	0.9363148087252	0.8991578947368422	0.9450902561194594	0.9173602534500349	0.05490974388054059	0.1008421052631579	2.29	2.62
35X	dataset7	CircleMap	9146.0	9813.0	472.0	10000.0	854.0	0.9352286049237983	0.950925348305261	0.9146	0.9549274255156608	0.9324090121317157	0.04507257448433919	0.0854	4.7	1.07
35X	dataset7	ecc_finder	4531.0	4629.0	129.0	10000.0	5469.0	0.7218937850861941	0.9723175965665236	0.4531	0.9872642906506072	0.6181446111869031	0.012735709349392832	0.5469	2.65	1.02
35X	dataset7	ECCsplorer	7872.0	8165.0	3199.0	10000.0	2128.0	0.7703780335359283	0.7110468792340349	0.7872	0.7576331540268202	0.7471880784015946	0.24236684597317978	0.2128	0.95	1.04
40X	dataset1	Deep_EccScan	9662.0	10153.0	81.0	10000.0	338.0	0.9791345052537225	0.9916863389099867	0.9662	0.9919650828290845	0.9787772881527631	0.008034917170915585	0.0338	1.47	1.05
40X	dataset1	Circle_finder	8662.0	16671.0	514.0	10000.0	838.0	0.9324472868991706	0.9439843068875327	0.9117894736842105	0.9511128019783146	0.927607624759049	0.04888719802168537	0.08821052631578948	1.93	1.92
40X	dataset1	CircleMap	9550.0	17284.0	2586.0	10000.0	450.0	0.8655804480651731	0.7869149637442321	0.955	0.794533608771651	0.862847849656668	0.20546639122834895	0.045	61.93	1.81
40X	dataset1	ecc_finder	7700.0	7755.0	356.0	10000.0	2300.0	0.8695224995087444	0.9558093346573983	0.77	0.9656237929702588	0.8529020824102792	0.034376207029741215	0.23	1.45	1.01
40X	dataset1	ECCsplorer	9042.0	9288.0	5919.0	10000.0	958.0	0.7346734056097843	0.6043713655504311	0.9042	0.6281801620704818	0.7244902047193622	0.37181983792951817	0.0958	3.41	1.03
40X	dataset2	Deep_EccScan	9691.0	10315.0	20.0	10000.0	309.0	0.9835664335664336	0.9979404798681907	0.9691	0.998003992015968	0.9833088123382882	0.001996007984031936	0.0309	1.52	1.06
40X	dataset2	Circle_finder	8615.0	21698.0	517.0	10000.0	885.0	0.9299595343957636	0.9433858957512046	0.9068421052631579	0.9508414947228297	0.9247531129240019	0.0491585052771703	0.0931578947368421	2.29	2.52
40X	dataset2	CircleMap	9456.0	14545.0	2291.0	10000.0	544.0	0.8728186263514423	0.8049714820805312	0.9456	0.8136034496786266	0.8696371913367361	0.18639655032137337	0.0544	35.56	1.54
40X	dataset2	ecc_finder	8727.0	8846.0	197.0	10000.0	1273.0	0.9272169134029806	0.9779246974450919	0.8727	0.9806805923310777	0.9223208623969562	0.01931940766892223	0.1273	1.59	1.01
40X	dataset2	ECCsplorer	8862.0	9198.0	4280.0	10000.0	1138.0	0.7768533772652388	0.6743265865165119	0.8862	0.7002801120448179	0.7658802177858438	0.29971988795518206	0.1138	2.12	1.04
40X	dataset3	Deep_EccScan	9672.0	10300.0	34.0	10000.0	328.0	0.9819307177797744	0.9964970121574284	0.9672	0.9966115208291808	0.9816299604181468	0.0033884791708192145	0.0328	1.25	1.06
40X	dataset3	Circle_finder	8612.0	24832.0	534.0	10000.0	888.0	0.9290206648697215	0.9416138202492893	0.9065263157894737	0.9493070058857034	0.9237369945296579	0.05069299411429656	0.09347368421052632	2.38	2.88
40X	dataset3	CircleMap	9417.0	11858.0	1090.0	10000.0	583.0	0.9206733048838311	0.8962596364328543	0.9417	0.9017132551848512	0.9184181011361975	0.09828674481514878	0.0583	15.55	1.26
40X	dataset3	ecc_finder	8987.0	9132.0	167.0	10000.0	1013.0	0.9414885704368523	0.9817566091326196	0.8987	0.9835743090390479	0.938394069123943	0.0164256909609521	0.1013	1.76	1.02
40X	dataset3	ECCsplorer	8465.0	8787.0	3529.0	10000.0	1535.0	0.7847762335840878	0.7057695514423878	0.8465	0.7391529307413703	0.7697553878330454	0.2608470692586296	0.1535	1.52	1.04
40X	dataset4	Deep_EccScan	9701.0	10212.0	79.0	10000.0	299.0	0.9811743612729718	0.9919222903885481	0.9701	0.9921619208254787	0.9808897876643073	0.007838079174521282	0.0299	1.99	1.05
40X	dataset4	Circle_finder	8725.0	19558.0	517.0	10000.0	775.0	0.9354548633661388	0.9440597273317464	0.9184210526315789	0.9508414947228297	0.9310639206061253	0.0491585052771703	0.08157894736842106	2.24	2.24
40X	dataset4	CircleMap	9559.0	15920.0	2618.0	10000.0	441.0	0.8647537359625077	0.7850045167118338	0.9559	0.7925186241876684	0.8620643008522343	0.2074813758123316	0.0441	46.4	1.67
40X	dataset4	ecc_finder	8593.0	8676.0	272.0	10000.0	1407.0	0.9171764009471192	0.969317540891145	0.8593	0.9735202492211839	0.9109992048767559	0.0264797507788162	0.1407	1.27	1.01
